020048000435;AK-28-288010;0200480;AK-28;KG;12;AKTEACH;Kodiak Island Borough School District;Kodiak Island Borough;722 Mill Bay Rd;Kodiak;AK;99615;;(907)486-7544;33;Town: Remote;No;No;No;†;95.00000;1.00000;95.0000000;†;†
020000100391;AK-31-310110;0200001;AK-31;PK;12;Akula Elitnaurvik School;Lower Kuskokwim School District;Bethel Census Area;Box 79;Kasigluk;AK;99609;0079;(907)477-6615;43;Rural: Remote;No;No;Yes;Yes;111.00000;6.00000;18.5000000;111.00000;0.00000
020000700004;AK-56-560030;0200007;AK-56;PK;12;Akutan School;Aleutians East Borough School District;Aleutians East Borough;Box 25;Akutan;AK;99553;;(907)698-2205;43;Rural: Remote;No;No;Yes;Yes;20.00000;1.90000;10.5000000;†;†
020061000291;AK-36-360100;0200610;AK-36;PK;12;Alak School;North Slope Borough School District;North Slope Borough;Box 10;Wainwright;AK;99782;;(907)763-5800;43;Rural: Remote;No;No;Yes;Yes;168.00000;15.00000;11.2000000;†;†
020000300216;AK-32-320010;0200003;AK-32;PK;12;Alakanuk School;Lower Yukon School District;Kusilvak Census Area;PO Box 9;Alakanuk;AK;99554;;(907)238-3312;43;Rural: Remote;No;No;Yes;Yes;228.00000;14.00000;16.3000000;228.00000;0.00000
020010000599;AK-14-148010;0200100;AK-14;PK;12;Alaska Homeschool;Delta/Greely School District;Southeast Fairbanks Census Area;PO Box 369;Delta Junction;AK;99737;0527;(907)895-4655;43;Rural: Remote;No;No;No;†;66.00000;1.00000;66.0000000;†;†
020018000763;AK-05-057230;0200180;AK-05;11;12;Alaska Middle College School;Anchorage School District;Anchorage Municipality;2650 E Northern Lights Blvd;Anchorage;AK;99508;;(907)786-7611;11;City: Large;No;No;No;†;254.00000;3.00000;84.7000000;†;†
020018000736;AK-05-059100;0200180;AK-05;PK;08;Alaska Native Cultural Charter School;Anchorage School District;Anchorage Municipality;550 Bragaw St;Anchorage;AK;99508;;(907)742-1370;11;City: Large;Yes;Yes;Yes;Yes;316.00000;21.00000;15.0000000;316.00000;0.00000
020005000023;AK-03-038010;0200050;AK-03;PK;12;Alaska REACH Academy;Alaska Gateway School District;Southeast Fairbanks Census Area;Box 454;Tok;AK;99780;;(907)883-2591;43;Rural: Remote;No;No;Yes;Yes;59.00000;0.90000;65.6000000;†;†
020018000341;AK-05-057010;0200180;AK-05;PK;12;Alaska State School for Deaf and Hard of Hearing;Anchorage School District;Anchorage Municipality;5530 E Northern Lights Blvd;Anchorage;AK;99504;;(907)742-4281;11;City: Large;No;No;Yes;Yes;30.00000;2.00000;15.0000000;†;†
020071000330;AK-45-450020;0200710;AK-45;PK;12;Aleknagik School;Southwest Region School District;Dillingham Census Area;PO Box 84;Aleknagik;AK;99555;;(907)842-5681;43;Rural: Remote;No;No;Yes;Yes;37.00000;3.75000;9.9000000;21.00000;0.00000
020086200377;AK-52-520010;0200862;AK-52;PK;12;Allakaket School;Yukon-Koyukuk School District;Yukon-Koyukuk Census Area;PO Box 69;Allakaket;AK;99720;;(907)968-2205;43;Rural: Remote;No;No;Yes;Yes;32.00000;4.79000;6.7000000;32.00000;0.00000
020018000104;AK-05-051000;0200180;AK-05;PK;06;Alpenglow Elementary;Anchorage School District;Anchorage Municipality;19201 Driftwood Bay Dr;Eagle River;AK;99577;8579;(907)742-3300;31;Town: Fringe;No;No;No;†;476.00000;25.60000;18.6000000;50.00000;26.00000
020060000325;AK-16-167010;0200600;AK-16;PK;12;Alternative Learning Systems;Fairbanks North Star Borough School District;Fairbanks North Star Borough;520 Fifth Ave;Fairbanks;AK;99701;;(907)452-2000;13;City: Small;No;No;Yes;Yes;108.00000;6.50000;16.6000000;12.00000;2.00000
020062500292;AK-37-370010;0200625;AK-37;PK;12;Ambler School;Northwest Arctic Borough School District;Northwest Arctic Borough;PO Box 109;Ambler;AK;99786;;(907)445-2154;43;Rural: Remote;No;No;Yes;Yes;73.00000;4.00000;18.3000000;73.00000;0.00000
020051000452;AK-33-337050;0200510;AK-33;KG;12;American Charter Academy;Matanuska-Susitna Borough School District;Matanuska-Susitna Borough;244 S Sylvan Ste 110;Wasilla;AK;99623;;(907)352-0150;41;Rural: Fringe;Yes;No;No;†;197.00000;11.25000;17.5000000;†;†
020018000760;AK-05-059120;0200180;AK-05;06;08;Anchorage STrEaM Academy;Anchorage School District;Anchorage Municipality;PO Box 210934;Anchorage;AK;99521;0934;(907)742-9000;11;City: Large;Yes;No;Yes;Yes;148.00000;10.00000;14.8000000;†;†
020060000256;AK-16-160080;0200600;AK-16;PK;02;Anderson Elementary;Fairbanks North Star Borough School District;Fairbanks North Star Borough;768 Kodiak St;Eielson AFB;AK;99702;1205;(907)372-2167;31;Town: Fringe;No;No;No;†;230.00000;12.00000;19.2000000;32.00000;30.00000
020077000354;AK-02-020010;0200770;AK-02;PK;12;Anderson School;Denali Borough School District;Denali Borough;Box 3120;Anderson;AK;99744;;(907)582-2700;43;Rural: Remote;No;No;Yes;Yes;33.00000;4.62000;7.1000000;†;†
020086200385;AK-52-520090;0200862;AK-52;PK;12;Andrew K. Demoski School;Yukon-Koyukuk School District;Yukon-Koyukuk Census Area;PO Box 65029;Nulato;AK;99765;;(907)898-2204;43;Rural: Remote;No;No;Yes;Yes;47.00000;6.12000;7.7000000;47.00000;0.00000
020073000342;AK-09-090010;0200730;AK-09;PK;12;Angoon School;Chatham School District;Hoonah-Angoon Census Area;Box 109;Angoon;AK;99820;;(907)788-3302;43;Rural: Remote;No;No;Yes;Yes;65.00000;7.00000;9.3000000;65.00000;0.00000
020076000663;AK-29-290011;0200760;AK-29;06;12;Aniak Jr/Sr High School;Kuspuk School District;Bethel Census Area;PO Box 29;Aniak;AK;99557;0029;(907)675-4330;43;Rural: Remote;No;No;Yes;Yes;63.00000;4.50000;14.0000000;47.00000;0.00000
020002000421;AK-07-070040;0200020;AK-07;PK;12;Aniguiin School;Bering Strait School District;Nome Census Area;PO Box 29;Elim;AK;99739;;(907)890-3021;43;Rural: Remote;No;No;Yes;Yes;127.00000;7.10000;17.9000000;119.00000;0.00000
020000100214;AK-31-310210;0200001;AK-31;PK;12;Anna Tobeluk Memorial School;Lower Kuskokwim School District;Bethel Census Area;PO Box 150;Nunapitchuk;AK;99641;0150;(907)527-5701;43;Rural: Remote;No;No;Yes;Yes;205.00000;13.00000;15.8000000;198.00000;0.00000
020060000114;AK-16-160380;0200600;AK-16;PK;06;Anne Wien Elementary;Fairbanks North Star Borough School District;Fairbanks North Star Borough;1501 Hampstead Ave;Fairbanks;AK;99701;;(907)451-7500;13;City: Small;No;No;Yes;Yes;400.00000;23.50000;17.0000000;186.00000;34.00000
020002000467;AK-07-070080;0200020;AK-07;PK;12;Anthony A. Andrews School;Bering Strait School District;Nome Census Area;100 Baker St;St. Michael;AK;99659;;(907)923-3041;43;Rural: Remote;No;No;Yes;Yes;157.00000;15.16000;10.4000000;147.00000;0.00000
020057000323;AK-35-359010;0200570;AK-35;05;08;Anvil City Science Academy;Nome Public Schools;Nome Census Area;PO Box 131;Nome;AK;99762;0131;(907)443-6207;41;Rural: Fringe;Yes;No;Yes;Yes;60.00000;5.00000;12.0000000;†;†
020062500302;AK-37-370100;0200625;AK-37;PK;12;Aqqaluk High/Noorvik Elementary;Northwest Arctic Borough School District;Northwest Arctic Borough;PO Box 165;Noorvik;AK;99763;;(907)636-2178;43;Rural: Remote;No;No;Yes;Yes;228.00000;10.00000;22.8000000;228.00000;0.00000
020018000172;AK-05-059010;0200180;AK-05;KG;06;Aquarian Charter School;Anchorage School District;Anchorage Municipality;1705 W 32nd Ave;Anchorage;AK;99517;2002;(907)742-4900;11;City: Large;Yes;No;No;†;383.00000;22.20000;17.3000000;†;†
020060000055;AK-16-160360;0200600;AK-16;PK;08;Arctic Light Elementary;Fairbanks North Star Borough School District;Fairbanks North Star Borough;4167 Neely Rd;Fort Wainwright;AK;99703;1110;(907)356-2038;13;City: Small;No;No;Yes;Yes;421.00000;25.00000;16.8000000;137.00000;123.00000
020077500358;AK-51-510010;0200775;AK-51;PK;12;Arctic Village School;Yukon Flats School District;Yukon-Koyukuk Census Area;PO Box 22049;Arctic Village;AK;99722;;(907)587-5211;43;Rural: Remote;No;No;Yes;Yes;34.00000;4.00000;8.5000000;34.00000;0.00000
020000100215;AK-31-310230;0200001;AK-31;KG;12;Arviq School;Lower Kuskokwim School District;Bethel Census Area;PO Box 28;Platinum;AK;99651;;(907)979-8111;43;Rural: Remote;No;No;Yes;Yes;13.00000;1.00000;13.0000000;7.00000;0.00000
020021000127;AK-22-220010;0200210;AK-22;PK;05;Auke Bay Elementary;Juneau Borough School District;Juneau City and Borough;10014 Crazy Horse Dr;Juneau;AK;99801;8529;(907)796-5275;41;Rural: Fringe;No;No;No;†;384.00000;21.55000;17.8000000;47.00000;6.00000
020076000346;AK-29-290010;0200760;AK-29;PK;05;Auntie Mary Nicoli Elementary;Kuspuk School District;Bethel Census Area;PO Box 29;Aniak;AK;99557;0029;(907)675-4363;43;Rural: Remote;No;No;Yes;Yes;89.00000;5.50000;16.2000000;80.00000;0.00000
020039000274;AK-24-249010;0200390;AK-24;KG;08;Aurora Borealis Charter School;Kenai Peninsula Borough School District;Kenai Peninsula Borough;705 Frontage Rd Ste A;Kenai;AK;99611;;(907)283-0292;33;Town: Remote;Yes;No;No;†;183.00000;11.75000;15.6000000;†;†
020018000056;AK-05-050240;0200180;AK-05;PK;06;Aurora Elementary;Anchorage School District;Anchorage Municipality;5085 10th St;JBER;AK;99506;1199;(907)742-0300;11;City: Large;No;No;Yes;Yes;317.00000;20.15000;15.7000000;43.00000;42.00000
020000100211;AK-31-310130;0200001;AK-31;PK;12;Ayagina'ar Elitnaurvik;Lower Kuskokwim School District;Bethel Census Area;PO Box 5109;Kongiganak;AK;99545;8998;(907)557-5551;43;Rural: Remote;No;No;Yes;Yes;163.00000;10.00000;16.3000000;155.00000;0.00000
020000100329;AK-31-319010;0200001;AK-31;PK;06;Ayaprun Elitnaurvik;Lower Kuskokwim School District;Bethel Census Area;PO Box 1468;Bethel;AK;99559;1468;(907)543-1645;33;Town: Remote;Yes;No;Yes;Yes;169.00000;11.00000;15.4000000;119.00000;0.00000
020000100440;AK-31-310190;0200001;AK-31;PK;12;Ayaprun School;Lower Kuskokwim School District;Bethel Census Area;PO Box WWT;Newtok;AK;99559;8996;(907)237-2505;43;Rural: Remote;No;No;Yes;Yes;108.00000;3.40000;31.8000000;72.00000;0.00000
020024000135;AK-42-420010;0200240;AK-42;PK;01;Baranof Elementary;Sitka School District;Sitka City and Borough;305 Baranof St;Sitka;AK;99835;;(907)747-5825;33;Town: Remote;No;No;Yes;Yes;182.00000;18.00000;10.1000000;65.00000;12.00000
020060000259;AK-16-160020;0200600;AK-16;PK;08;Barnette Magnet School;Fairbanks North Star Borough School District;Fairbanks North Star Borough;1000 Barnette St;Fairbanks;AK;99701;4563;(907)456-6072;13;City: Small;No;Yes;No;†;406.00000;22.54000;18.0000000;85.00000;24.00000
020061000286;AK-36-360030;0200610;AK-36;09;12;Barrow High School;North Slope Borough School District;North Slope Borough;Box 960;Utqiagvik;AK;99723;0960;(907)852-9601;33;Town: Remote;No;No;No;†;269.00000;20.80000;12.9000000;42.00000;4.00000
020070000319;AK-44-440090;0200700;AK-44;PK;12;Barry Craig Stewart Kasaan School;Southeast Island School District;Prince of Wales-Hyder Census Area;Box KXA;Ketchikan;AK;99950;0340;(907)542-2217;43;Rural: Remote;No;No;Yes;Yes;13.00000;1.11000;11.7000000;12.00000;0.00000
020018000057;AK-05-050050;0200180;AK-05;09;12;Bartlett High School;Anchorage School District;Anchorage Municipality;1101 Golden Bear Dr;Anchorage;AK;99504;1698;(907)742-1800;11;City: Large;No;No;Yes;Yes;1395.00000;74.85000;18.6000000;911.00000;0.00000
020018000058;AK-05-050060;0200180;AK-05;PK;06;Baxter Elementary;Anchorage School District;Anchorage Municipality;2991 Baxter Rd;Anchorage;AK;99504;3999;(907)742-1750;11;City: Large;No;Yes;Yes;Yes;300.00000;23.80000;12.6000000;195.00000;0.00000
020018000059;AK-05-050800;0200180;AK-05;PK;06;Bayshore Elementary;Anchorage School District;Anchorage Municipality;10500 Bayshore Dr;Anchorage;AK;99515;2400;(907)742-5360;11;City: Large;No;No;No;†;443.00000;26.20000;16.9000000;76.00000;24.00000
020018000533;AK-05-050820;0200180;AK-05;PK;06;Bear Valley Elementary;Anchorage School District;Anchorage Municipality;15001 Mountain Air Dr;Anchorage;AK;99516;4400;(907)742-5900;41;Rural: Fringe;No;No;No;†;422.00000;23.58000;17.9000000;18.00000;4.00000
020060000260;AK-16-160090;0200600;AK-16;07;12;Ben Eielson Jr/Sr High School;Fairbanks North Star Borough School District;Fairbanks North Star Borough;675 Raven's Way;Eielson AFB;AK;99702;1346;(907)372-3110;31;Town: Fringe;No;No;No;†;353.00000;19.93000;17.7000000;60.00000;24.00000
020018000110;AK-05-057100;0200180;AK-05;07;12;Benson Secondary/S.E.A.R.C.H.;Anchorage School District;Anchorage Municipality;4515 Campbell Airstrip Rd;Anchorage;AK;99507;1267;(907)742-2050;41;Rural: Fringe;No;No;Yes;Yes;240.00000;12.02000;20.0000000;240.00000;0.00000
020051000726;AK-33-330370;0200510;AK-33;KG;12;Beryozova School;Matanuska-Susitna Borough School District;Matanuska-Susitna Borough;PO Box 69;Willow;AK;99688;;(907)495-9390;43;Rural: Remote;No;No;Yes;Yes;28.00000;2.00000;14.0000000;†;†
020000100208;AK-31-310070;0200001;AK-31;07;12;Bethel Regional High School;Lower Kuskokwim School District;Bethel Census Area;PO Box 700;Bethel;AK;99559;0700;(907)543-3957;41;Rural: Fringe;No;No;Yes;Yes;493.00000;40.30000;12.2000000;383.00000;0.00000
020000100620;AK-31-317020;0200001;AK-31;05;12;Bethel Youth Facility;Lower Kuskokwim School District;Bethel Census Area;PO Box 1989;Bethel;AK;99559;;(907)543-5200;33;Town: Remote;No;No;Yes;Yes;23.00000;2.00000;11.5000000;†;†
020051000727;AK-33-330380;0200510;AK-33;PK;05;Big Lake Elementary;Matanuska-Susitna Borough School District;Matanuska-Susitna Borough;PO Box 520049;Big Lake;AK;99652;;(907)892-9700;42;Rural: Distant;No;No;Yes;Yes;387.00000;23.33000;16.6000000;301.00000;0.00000
020051000744;AK-33-339050;0200510;AK-33;KG;08;Birchtree Charter School;Matanuska-Susitna Borough School District;Matanuska-Susitna Borough;1675 N Nadina St;Palmer;AK;99645;;(907)745-1831;32;Town: Distant;Yes;No;No;†;397.00000;23.35000;17.0000000;†;†
020018000060;AK-05-050070;0200180;AK-05;PK;06;Birchwood ABC Elementary;Anchorage School District;Anchorage Municipality;17010 Birchtree St;Eagle River;AK;99567;6746;(907)742-3450;31;Town: Fringe;No;Yes;No;†;321.00000;24.05000;13.3000000;83.00000;12.00000
020052000240;AK-21-210010;0200520;AK-21;PK;12;Blackwell School;Iditarod Area School District;Yukon-Koyukuk Census Area;Box 90;Anvik;AK;99558;;(907)663-6348;43;Rural: Remote;No;No;Yes;Yes;12.00000;3.00000;4.0000000;12.00000;0.00000
020024000136;AK-42-420020;0200240;AK-42;06;08;Blatchley Middle School;Sitka School District;Sitka City and Borough;601 Halibut Point Rd;Sitka;AK;99835;;(907)747-8672;33;Town: Remote;No;No;Yes;No;292.00000;21.91000;13.3000000;96.00000;28.00000
020060000761;AK-16-169060;0200600;AK-16;KG;08;Boreal Sun Charter School;Fairbanks North Star Borough School District;Fairbanks North Star Borough;2404 S Barnette St;Fairbanks;AK;99701;;(907)456-5444;13;City: Small;Yes;No;No;†;206.00000;12.00000;17.2000000;†;†
020018000713;AK-05-050970;0200180;AK-05;PK;06;Bowman Elementary;Anchorage School District;Anchorage Municipality;11700 Gregory Rd;Anchorage;AK;99516;1907;(907)742-5600;11;City: Large;No;Yes;Yes;No;570.00000;37.08000;15.4000000;134.00000;37.00000
020002000423;AK-07-070010;0200020;AK-07;PK;12;Brevig Mission School;Bering Strait School District;Nome Census Area;General Delivery;Brevig Mission;AK;99785;;(907)642-4021;43;Rural: Remote;No;No;Yes;Yes;154.00000;12.10000;12.7000000;154.00000;0.00000
020003000751;AK-08-088010;0200030;AK-08;KG;12;Bristol Bay Correspondence;Bristol Bay Borough School District;Bristol Bay Borough;Po Box 169;Naknek;AK;99633;;(907)246-4265;43;Rural: Remote;No;No;No;†;7.00000;0.53000;13.2000000;†;†
020003000020;AK-08-080010;0200030;AK-08;07;12;Bristol Bay Middle/High School;Bristol Bay Borough School District;Bristol Bay Borough;Box 169;Naknek;AK;99633;;(907)246-4265;43;Rural: Remote;No;No;Yes;Yes;45.00000;4.58000;9.8000000;–;–
020062500293;AK-37-370020;0200625;AK-37;PK;12;Buckland School;Northwest Arctic Borough School District;Northwest Arctic Borough;PO Box 91;Buckland;AK;99727;;(907)494-2127;43;Rural: Remote;No;No;Yes;Yes;181.00000;7.00000;25.9000000;178.00000;0.00000
020051000720;AK-33-337010;0200510;AK-33;09;12;Burchell High School;Matanuska-Susitna Borough School District;Matanuska-Susitna Borough;1775 W Parks Hwy;Wasilla;AK;99654;6935;(907)864-2600;32;Town: Distant;No;No;Yes;Yes;205.00000;12.00000;17.1000000;202.00000;0.00000
020051000724;AK-33-330350;0200510;AK-33;PK;05;Butte Elementary;Matanuska-Susitna Borough School District;Matanuska-Susitna Borough;4006 S Butte Rd;Palmer;AK;99645;;(907)861-5200;42;Rural: Distant;No;No;Yes;Yes;332.00000;20.33000;16.3000000;99.00000;26.00000
020018000062;AK-05-050080;0200180;AK-05;PK;06;Campbell STEM Elementary;Anchorage School District;Anchorage Municipality;7206 Rovenna St;Anchorage;AK;99518;2176;(907)742-5560;11;City: Large;No;No;Yes;Yes;406.00000;23.82000;17.0000000;166.00000;34.00000
020077000356;AK-02-020030;0200770;AK-02;PK;12;Cantwell School;Denali Borough School District;Denali Borough;Box 29;Cantwell;AK;99729;;(907)768-2372;43;Rural: Remote;No;No;Yes;No;10.00000;2.30000;4.3000000;†;†
020018000063;AK-05-050100;0200180;AK-05;07;08;Central Middle School of Science;Anchorage School District;Anchorage Municipality;1405 E St;Anchorage;AK;99501;5098;(907)742-5100;11;City: Large;No;Yes;Yes;Yes;414.00000;22.10000;18.7000000;331.00000;0.00000
020039000152;AK-24-240020;0200390;AK-24;PK;08;Chapman School;Kenai Peninsula Borough School District;Kenai Peninsula Borough;PO Box 1109;Anchor Point;AK;99556;;(907)235-8671;43;Rural: Remote;No;No;Yes;Yes;141.00000;11.38000;12.4000000;45.00000;19.00000
020000100209;AK-31-310080;0200001;AK-31;PK;12;Chaputnguak School;Lower Kuskokwim School District;Bethel Census Area;PO Box 50;Chefornak;AK;99561;0050;(907)867-8700;43;Rural: Remote;No;No;Yes;Yes;153.00000;9.20000;16.6000000;151.00000;0.00000
020052500111;AK-06-060020;0200525;AK-06;06;08;Charles R. Leask Sr. Middle School;Annette Island School District;Prince of Wales-Hyder Census Area;PO Box 7;Metlakatla;AK;99926;;(907)886-6095;43;Rural: Remote;No;No;Yes;Yes;82.00000;7.35000;11.2000000;57.00000;0.00000
020073000477;AK-09-098010;0200730;AK-09;KG;12;Chatham Correspondence;Chatham School District;Hoonah-Angoon Census Area;P O Box 109;Tenakee Springs;AK;88941;;(907)788-3302;43;Rural: Remote;No;No;No;†;9.00000;0.50000;18.0000000;†;†
020080000553;AK-10-100030;0200800;AK-10;PK;12;Chenega School;Chugach School District;Valdez-Cordova Census Area;Box 8030;Chenega Bay;AK;99574;;(907)573-5123;43;Rural: Remote;No;No;Yes;Yes;13.00000;2.00000;6.5000000;†;†
020018000065;AK-05-050110;0200180;AK-05;PK;06;Chester Valley Elementary;Anchorage School District;Anchorage Municipality;1751 Patterson Rd;Anchorage;AK;99504;2799;(907)742-0335;11;City: Large;No;No;Yes;Yes;281.00000;19.50000;14.4000000;210.00000;0.00000
020000500582;AK-55-550010;0200005;AK-55;PK;12;Chevak School;Kashunamiut School District;Kusilvak Census Area;PO Box 345;Chevak;AK;99563;;(907)858-6127;43;Rural: Remote;No;No;Yes;Yes;313.00000;22.00000;14.2000000;313.00000;0.00000
020071000336;AK-45-450080;0200710;AK-45;PK;12;Chief Ivan Blunka School;Southwest Region School District;Dillingham Census Area;PO Box 29;New Stuyahok;AK;99636;;(907)693-3144;43;Rural: Remote;No;No;Yes;Yes;148.00000;12.30000;12.0000000;148.00000;0.00000
020000100210;AK-31-310120;0200001;AK-31;PK;12;Chief Paul Memorial School;Lower Kuskokwim School District;Bethel Census Area;PO Box 19;Kipnuk;AK;99614;0019;(907)896-5011;43;Rural: Remote;No;No;Yes;Yes;205.00000;12.00000;17.1000000;202.00000;0.00000
020048500193;AK-30-300010;0200485;AK-30;PK;12;Chignik Bay School;Lake and Peninsula Borough School District;Lake and Peninsula Borough;General Delivery;Chignik Bay;AK;99564;;(907)749-2213;43;Rural: Remote;No;No;Yes;Yes;11.00000;2.20000;5.0000000;10.00000;0.00000
020048500194;AK-30-300020;0200485;AK-30;PK;12;Chignik Lagoon School;Lake and Peninsula Borough School District;Lake and Peninsula Borough;General Delivery;Chignik Lagoon;AK;99565;;(907)840-2210;43;Rural: Remote;No;No;Yes;Yes;12.00000;1.84000;6.5000000;12.00000;0.00000
020048500195;AK-30-300030;0200485;AK-30;PK;12;Chignik Lake School;Lake and Peninsula Borough School District;Lake and Peninsula Borough;General Delivery;Chignik Lake;AK;99548;;(907)845-2210;43;Rural: Remote;No;No;Yes;Yes;19.00000;1.30000;14.6000000;18.00000;0.00000
020048000181;AK-28-280020;0200480;AK-28;KG;12;Chiniak School;Kodiak Island Borough School District;Kodiak Island Borough;Box 5529;Chiniak;AK;99615;;(907)486-8323;43;Rural: Remote;No;No;Yes;Yes;19.00000;2.00000;9.5000000;13.00000;0.00000
020018000066;AK-05-050120;0200180;AK-05;PK;06;Chinook Elementary;Anchorage School District;Anchorage Municipality;3101 W 88th Ave;Anchorage;AK;99502;5396;(907)742-6700;11;City: Large;No;Yes;Yes;Yes;500.00000;27.25000;18.3000000;324.00000;0.00000
020060000162;AK-16-169010;0200600;AK-16;KG;08;Chinook Montessori Charter School;Fairbanks North Star Borough School District;Fairbanks North Star Borough;3002 International St;Fairbanks;AK;99701;;(907)452-5020;13;City: Small;Yes;Yes;No;†;150.00000;8.50000;17.6000000;†;†
020018000067;AK-05-050130;0200180;AK-05;PK;06;Chugach Optional Elementary;Anchorage School District;Anchorage Municipality;1205 E St;Anchorage;AK;99501;4499;(907)742-3730;11;City: Large;No;Yes;No;†;262.00000;15.75000;16.6000000;20.00000;7.00000
020018000068;AK-05-050150;0200180;AK-05;PK;06;Chugiak Elementary;Anchorage School District;Anchorage Municipality;19932 Old Glenn Hwy;Chugiak;AK;99567;0030;(907)742-3400;41;Rural: Fringe;No;Yes;No;†;502.00000;26.74000;18.8000000;81.00000;13.00000
020018000069;AK-05-050160;0200180;AK-05;09;12;Chugiak High School;Anchorage School District;Anchorage Municipality;16525 S Birchwood Loop Rd;Chugiak;AK;99567;6701;(907)742-3050;31;Town: Fringe;No;Yes;No;†;902.00000;45.73000;19.7000000;247.00000;64.00000
020077500361;AK-51-510050;0200775;AK-51;PK;12;Circle School;Yukon Flats School District;Yukon-Koyukuk Census Area;PO Box 49;Circle;AK;99733;0049;(907)773-1250;43;Rural: Remote;No;No;Yes;Yes;14.00000;1.34000;10.4000000;14.00000;0.00000
020018000064;AK-05-050560;0200180;AK-05;06;08;Clark Middle School;Anchorage School District;Anchorage Municipality;150 South Bragaw St;Anchorage;AK;99508;1398;(907)742-4700;11;City: Large;No;No;Yes;Yes;871.00000;44.68000;19.5000000;871.00000;0.00000
020071000331;AK-45-450030;0200710;AK-45;KG;12;Clarks Point School;Southwest Region School District;Dillingham Census Area;PO Box 29;Clarks Point;AK;99569;;(907)236-1218;43;Rural: Remote;No;No;Yes;Yes;13.00000;1.75000;7.4000000;7.00000;0.00000
020018000070;AK-05-050170;0200180;AK-05;PK;06;College Gate Elementary;Anchorage School District;Anchorage Municipality;3101 Sunflower St;Anchorage;AK;99508;4794;(907)742-1500;11;City: Large;No;No;Yes;Yes;412.00000;25.95000;15.9000000;247.00000;0.00000
020051000711;AK-33-330270;0200510;AK-33;09;12;Colony High School;Matanuska-Susitna Borough School District;Matanuska-Susitna Borough;9550 E Bogard Rd;Palmer;AK;99645;;(907)861-5500;32;Town: Distant;No;No;No;†;1036.00000;48.00000;21.6000000;225.00000;62.00000
020051000719;AK-33-330260;0200510;AK-33;06;08;Colony Middle School;Matanuska-Susitna Borough School District;Matanuska-Susitna Borough;9250 E Bogard Rd;Palmer;AK;99645;;(907)761-1500;32;Town: Distant;No;No;No;†;798.00000;35.00000;22.8000000;195.00000;48.00000
020039000397;AK-24-247010;0200390;AK-24;KG;12;Connections;Kenai Peninsula Borough School District;Kenai Peninsula Borough;143 E Park Ave;Soldotna;AK;99669;;(907)714-8880;33;Town: Remote;No;No;No;†;782.00000;9.78000;80.0000000;†;†
020039000155;AK-24-240040;0200390;AK-24;KG;12;Cooper Landing School;Kenai Peninsula Borough School District;Kenai Peninsula Borough;19030 Bean Creek Rd;Cooper Landing;AK;99572;;(907)595-1244;43;Rural: Remote;No;No;Yes;Yes;13.00000;1.01000;12.9000000;†;†
